
canberra | 0.0 | 0.470703125

canberra | 1.0 | 0.595703125

canberra | 2.0 | 0.4619140625

canberra | 3.0 | 0.376953125

braycurtis | 0.0 | 0.501953125

braycurtis | 1.0 | 0.5087890625

braycurtis | 2.0 | 0.4453125

braycurtis | 3.0 | 0.5634765625

seuclidean | 0.0 | 0.5791015625

seuclidean | 1.0 | 0.4892578125

seuclidean | 2.0 | 0.578125

seuclidean | 3.0 | 0.572265625

euclidean | 0.0 | 0.63671875

euclidean | 1.0 | 0.5537109375

euclidean | 2.0 | 0.4873046875

euclidean | 3.0 | 0.4482421875

cosine | 0.0 | 0.3984375

cosine | 1.0 | 0.5908203125

cosine | 2.0 | 0.51171875

cosine | 3.0 | 0.498046875

correlation | 0.0 | 0.57421875

correlation | 1.0 | 0.474609375

correlation | 2.0 | 0.4951171875

correlation | 3.0 | 0.6181640625

cityblock | 0.0 | 0.419921875

cityblock | 1.0 | 0.548828125

cityblock | 2.0 | 0.6376953125

cityblock | 3.0 | 0.3935546875

chebyshev | 0.0 | 0.5146484375

chebyshev | 1.0 | 0.37890625

chebyshev | 2.0 | 0.431640625

chebyshev | 3.0 | 0.6005859375
