
canberra | -10 | 0.4978197515010834
canberra | -9 | 0.49959656596183777
canberra | -8 | 0.5017868280410767
canberra | -7 | 0.500852108001709
canberra | -6 | 0.5020641088485718
canberra | -5 | 0.5026395320892334
canberra | -4 | 0.5033511519432068
canberra | -3 | 0.5009225010871887
canberra | -2 | 0.4997080862522125
canberra | -1 | 0.5008254647254944
canberra | 0 | 0.5019589066505432
canberra | 1 | 0.49876952171325684
canberra | 2 | 0.5019722580909729
canberra | 3 | 0.5018589496612549
canberra | 4 | 0.5005016326904297
canberra | 5 | 0.4984357953071594
canberra | 6 | 0.499716579914093
canberra | 7 | 0.5001434087753296
canberra | 8 | 0.5014466047286987
canberra | 9 | 0.4998816251754761
canberra | 10 | 0.4992496371269226
braycurtis | -10 | 0.5346238613128662
braycurtis | -9 | 0.6194051504135132
braycurtis | -8 | 0.6852308511734009
braycurtis | -7 | 0.5989862680435181
braycurtis | -6 | 0.5142862200737
braycurtis | -5 | 0.5019174814224243
braycurtis | -4 | 0.5007174015045166
braycurtis | -3 | 0.4993894100189209
braycurtis | -2 | 0.49779894948005676
braycurtis | -1 | 0.5050710439682007
braycurtis | 0 | 0.5008430480957031
braycurtis | 1 | 0.5023492574691772
braycurtis | 2 | 0.49929821491241455
braycurtis | 3 | 0.49881455302238464
braycurtis | 4 | 0.5017818212509155
braycurtis | 5 | 0.5009661316871643
braycurtis | 6 | 0.4993547201156616
braycurtis | 7 | 0.5006541013717651
braycurtis | 8 | 0.5001488327980042
braycurtis | 9 | 0.5019884705543518
braycurtis | 10 | 0.5014808773994446
seuclidean | -10 | 0.5016202330589294
seuclidean | -9 | 0.4997959434986114
seuclidean | -8 | 0.5015586614608765
seuclidean | -7 | 0.5033720135688782
seuclidean | -6 | 0.5046043992042542
seuclidean | -5 | 0.5005142092704773
seuclidean | -4 | 0.4978269636631012
seuclidean | -3 | 0.5011962652206421
seuclidean | -2 | 0.5015733242034912
seuclidean | -1 | 0.5003420114517212
seuclidean | 0 | 0.5023974180221558
seuclidean | 1 | 0.5012298822402954
seuclidean | 2 | 0.5012127757072449
seuclidean | 3 | 0.5026640295982361
seuclidean | 4 | 0.5004535913467407
seuclidean | 5 | 0.5003277063369751
seuclidean | 6 | 0.500160813331604
seuclidean | 7 | 0.4996597170829773
seuclidean | 8 | 0.5002922415733337
seuclidean | 9 | 0.5008213520050049
seuclidean | 10 | 0.4990476965904236
euclidean | -10 | 0.5010501742362976
euclidean | -9 | 0.49887388944625854
euclidean | -8 | 0.49918150901794434
euclidean | -7 | 0.4993759095668793
euclidean | -6 | 0.5032884478569031
euclidean | -5 | 0.5101303458213806
euclidean | -4 | 0.5335379242897034
euclidean | -3 | 0.5759196281433105
euclidean | -2 | 0.6264894604682922
euclidean | -1 | 0.6579617857933044
euclidean | 0 | 0.6661325097084045
euclidean | 1 | 0.663841187953949
euclidean | 2 | 0.6444186568260193
euclidean | 3 | 0.5911265015602112
euclidean | 4 | 0.5390943288803101
euclidean | 5 | 0.511105477809906
euclidean | 6 | 0.5024995803833008
euclidean | 7 | 0.501741886138916
euclidean | 8 | 0.5017625093460083
euclidean | 9 | 0.49859678745269775
euclidean | 10 | 0.49941307306289673
cosine | -10 | 0.5732622146606445
cosine | -9 | 0.5965934991836548
cosine | -8 | 0.6039287447929382
cosine | -7 | 0.5650804042816162
cosine | -6 | 0.5176764726638794
cosine | -5 | 0.5006706714630127
cosine | -4 | 0.499362587928772
cosine | -3 | 0.49949321150779724
cosine | -2 | 0.502486526966095
cosine | -1 | 0.5015703439712524
cosine | 0 | 0.5002168416976929
cosine | 1 | 0.49988511204719543
cosine | 2 | 0.5017001032829285
cosine | 3 | 0.501929759979248
cosine | 4 | 0.4994635283946991
cosine | 5 | 0.501366376876831
cosine | 6 | 0.49961966276168823
cosine | 7 | 0.5001518726348877
cosine | 8 | 0.50101238489151
cosine | 9 | 0.5013120174407959
cosine | 10 | 0.5014245510101318
correlation | -10 | 0.5164860486984253
correlation | -9 | 0.5156586170196533
correlation | -8 | 0.5169966816902161
correlation | -7 | 0.5166130661964417
correlation | -6 | 0.5167942643165588
correlation | -5 | 0.516364336013794
correlation | -4 | 0.517642080783844
correlation | -3 | 0.5166821479797363
correlation | -2 | 0.5185855031013489
correlation | -1 | 0.5180144309997559
correlation | 0 | 0.516579806804657
correlation | 1 | 0.5152830481529236
correlation | 2 | 0.5139682292938232
correlation | 3 | 0.516735315322876
correlation | 4 | 0.5184329152107239
correlation | 5 | 0.5163528919219971
correlation | 6 | 0.517210066318512
correlation | 7 | 0.5152072310447693
correlation | 8 | 0.514127790927887
correlation | 9 | 0.5170744061470032
correlation | 10 | 0.5181833505630493
cityblock | -10 | 0.5029311180114746
cityblock | -9 | 0.49760788679122925
cityblock | -8 | 0.5005937218666077
cityblock | -7 | 0.5029244422912598
cityblock | -6 | 0.49998751282691956
cityblock | -5 | 0.5011812448501587
cityblock | -4 | 0.5014533996582031
cityblock | -3 | 0.49914824962615967
cityblock | -2 | 0.49833783507347107
cityblock | -1 | 0.500712513923645
cityblock | 0 | 0.5002527236938477
cityblock | 1 | 0.5018059015274048
cityblock | 2 | 0.49960213899612427
cityblock | 3 | 0.5001529455184937
cityblock | 4 | 0.5004655718803406
cityblock | 5 | 0.5012280344963074
cityblock | 6 | 0.4993206858634949
cityblock | 7 | 0.49904894828796387
cityblock | 8 | 0.4994599521160126
cityblock | 9 | 0.4985385835170746
cityblock | 10 | 0.5005276203155518
chebyshev | -10 | 0.6154254674911499
chebyshev | -9 | 0.5923871397972107
chebyshev | -8 | 0.5648210048675537
chebyshev | -7 | 0.5389444828033447
chebyshev | -6 | 0.521048367023468
chebyshev | -5 | 0.5094356536865234
chebyshev | -4 | 0.5052252411842346
chebyshev | -3 | 0.5021277666091919
chebyshev | -2 | 0.5004954934120178
chebyshev | -1 | 0.5021032094955444
chebyshev | 0 | 0.5018755197525024
chebyshev | 1 | 0.5004976391792297
chebyshev | 2 | 0.5013242959976196
chebyshev | 3 | 0.49989619851112366
chebyshev | 4 | 0.5048820376396179
chebyshev | 5 | 0.5070229172706604
